Gospel	Marker ID	Verse number according to Christodouloupoulos and Steedman (2015)	Marker GRC	Marker LA	Context GRC	Context LA	Pertinence GRC	Pertinence LA	Implicit GRC	Implicit LA	Synoptic
 john	jh19_29	b.JOH.19.29	τος	not preselected	σκεῦος ἔκειτο ὄξους μεστόν · σπόγγον οὖν μεστὸν τοῦ ὄξους ὑσσώπῳ περιθέντες προσήνεγκαν αὐτοῦ τῷ στόματι.	vas ergo positum erat aceto plenum illi autem spongiam plenam aceto hysopo circumponentes obtulerunt ori eius	false	false	false	false	 
 john	jh19_29b	b.JOH.19.29	τος	not preselected	σκεῦος ἔκειτο ὄξους μεστόν · σπόγγον οὖν μεστὸν τοῦ ὄξους ὑσσώπῳ περιθέντες προσήνεγκαν αὐτοῦ τῷ στόματι.	vas ergo positum erat aceto plenum illi autem spongiam plenam aceto hysopo circumponentes obtulerunt ori eius	false	false	false	false	 
 john	jh20_27b	b.JOH.20.27	τος	not preselected	εἶτα λέγει τῷ Θωμᾷ· φέρε τὸν δάκτυλόν σου ὧδε καὶ ἴδε τὰς χεῖράς μου καὶ φέρε τὴν χεῖρά σου καὶ βάλε εἰς τὴν πλευράν μου, καὶ μὴ γίνου ἄπιστος ἀλλὰ πιστός.	deinde dicit Thomae infer digitum tuum huc et vide manus meas et adfer manum tuam et mitte in latus meum et noli esse incredulus sed fidelis	false	false	false	false	 
 john	jh21_11	b.JOH.21.11	τος	not preselected	ἀνέβη οὖν Σίμων Πέτρος καὶ εἵλκυσεν τὸ δίκτυον εἰς τὴν γῆν μεστὸν ἰχθύων μεγάλων ἑκατὸν πεντήκοντα τριῶν· καὶ τοσούτων ὄντων οὐκ ἐσχίσθη τὸ δίκτυον.	ascendit Simon Petrus et traxit rete in terram plenum magnis piscibus centum quinquaginta tribus et cum tanti essent non est scissum rete	false	false	false	false	 
 luke	lk01_06	b.LUK.1.6	δίκαιος	not preselected	ἦσαν δὲ δίκαιοι ἀμφότεροι ἐναντίον τοῦ θεοῦ, πορευόμενοι ἐν πάσαις ταῖς ἐντολαῖς καὶ δικαιώμασιν τοῦ κυρίου ἄμεμπτοι.	erant autem iusti ambo ante Deum incedentes in omnibus mandatis et iustificationibus Domini sine querella	false	false	false	false	 
 luke	lk01_17b	b.LUK.1.17	δίκαιος	not preselected	καὶ αὐτὸς προελεύσεται ἐνώπιον αὐτοῦ ἐν πνεύματι καὶ δυνάμει Ἠλίου, ἐπιστρέψαι καρδίας πατέρων ἐπὶ τέκνα καὶ ἀπειθεῖς ἐν φρονήσει δικαίων , ἑτοιμάσαι κυρίῳ λαὸν κατεσκευασμένον.	et ipse praecedet ante illum in spiritu et virtute Heliae ut convertat corda patrum in filios et incredibiles ad prudentiam iustorum parare Domino plebem perfectam	false	false	false	false	 
 luke	lk01_35	b.LUK.1.35	δύναμις	not preselected	καὶ ἀποκριθεὶς ὁ ἄγγελος εἶπεν αὐτῇ · πνεῦμα ἅγιον ἐπελεύσεται ἐπὶ σὲ καὶ δύναμις ὑψίστου ἐπισκιάσει σοι· διὸ καὶ τὸ γεννώμενον ἅγιον κληθήσεται υἱὸς θεοῦ.	et respondens angelus dixit ei Spiritus Sanctus superveniet in te et virtus Altissimi obumbrabit tibi ideoque et quod nascetur sanctum vocabitur Filius Dei	false	false	false	false	 
 luke	lk01_68	b.LUK.1.68	τος	not preselected	Εὐλογητὸς κύριος ὁ θεὸς τοῦ Ἰσραήλ, ὅτι ἐπεσκέψατο καὶ ἐποίησεν λύτρωσιν τῷ λαῷ αὐτοῦ,	benedictus Deus Israhel quia visitavit et fecit redemptionem plebi suae	false	false	false	false	 
 luke	lk02_25	b.LUK.2.25	δίκαιος	not preselected	Καὶ ἰδοὺ ἄνθρωπος ἦν ἐν Ἰερουσαλὴμ ᾧ ὄνομα Συμεὼν καὶ ὁ ἄνθρωπος οὗτος δίκαιος καὶ εὐλαβὴς προσδεχόμενος παράκλησιν τοῦ Ἰσραήλ, καὶ πνεῦμα ἦν ἅγιον ἐπ’ αὐτόν·	et ecce homo erat in Hierusalem cui nomen Symeon et homo iste iustus et timoratus expectans consolationem Israhel et Spiritus Sanctus erat in eo	false	false	false	false	 
 luke	lk02_44	b.LUK.2.44	τος	not preselected	νομίσαντες δὲ αὐτὸν εἶναι ἐν τῇ συνοδίᾳ ἦλθον ἡμέρας ὁδὸν καὶ ἀνεζήτουν αὐτὸν ἐν τοῖς συγγενεῦσιν καὶ τοῖς γνωστοῖς ,	existimantes autem illum esse in comitatu venerunt iter diei et requirebant eum inter cognatos et notos	false	false	false	false	 
 luke	lk03_22	b.LUK.3.22	τος	not preselected	καὶ καταβῆναι τὸ πνεῦμα τὸ ἅγιον σωματικῷ εἴδει ὡς περιστερὰν ἐπ’ αὐτόν, καὶ φωνὴν ἐξ οὐρανοῦ γενέσθαι· σὺ εἶ ὁ υἱός μου ὁ ἀγαπητός , ἐν σοὶ εὐδόκησα.	et descendit Spiritus Sanctus corporali specie sicut columba in ipsum et vox de caelo facta est tu es Filius meus dilectus in te conplacuit mihi	false	false	false	false	 
 luke	lk04_14	b.LUK.4.14	δύναμις	not preselected	Καὶ ὑπέστρεψεν ὁ Ἰησοῦς ἐν τῇ δυνάμει τοῦ πνεύματος εἰς τὴν Γαλιλαίαν. καὶ φήμη ἐξῆλθεν καθ’ ὅλης τῆς περιχώρου περὶ αὐτοῦ.	et regressus est Iesus in virtute Spiritus in Galilaeam et fama exiit per universam regionem de illo	false	false	false	false	 
 luke	lk04_18	b.LUK.4.18	τος	not preselected	πνεῦμα κυρίου ἐπ’ ἐμὲ οὗ εἵνεκεν ἔχρισέν με εὐαγγελίσασθαι πτωχοῖς , ἀπέσταλκέν με, κηρύξαι αἰχμαλώτοις ἄφεσιν καὶ τυφλοῖς ἀνάβλεψιν, ἀποστεῖλαι τεθραυσμένους ἐν ἀφέσει,	Spiritus Domini super me propter quod unxit me evangelizare pauperibus misit me	false	false	false	false	 
 luke	lk04_19	b.LUK.4.19	τος	not preselected	κηρύξαι ἐνιαυτὸν κυρίου δεκτόν .	praedicare captivis remissionem et caecis visum dimittere confractos in remissionem praedicare annum Domini acceptum et diem retributionis	false	false	false	false	 
 luke	lk04_24	b.LUK.4.24	τος	not preselected	εἶπεν δέ· ἀμὴν λέγω ὑμῖν ὅτι οὐδεὶς προφήτης δεκτός ἐστιν ἐν τῇ πατρίδι αὐτοῦ.	ait autem amen dico vobis quia nemo propheta acceptus est in patria sua	false	false	false	false	 
 luke	lk04_36b	b.LUK.4.36	δύναμις	not preselected	καὶ ἐγένετο θάμβος ἐπὶ πάντας καὶ συνελάλουν πρὸς ἀλλήλους λέγοντες· τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσίᾳ καὶ δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καὶ ἐξέρχονται ;	et factus est pavor in omnibus et conloquebantur ad invicem dicentes quod est hoc verbum quia in potestate et virtute imperat inmundis spiritibus et exeunt	false	false	false	false	 
 luke	lk04_36c	b.LUK.4.36	τος	not preselected	καὶ ἐγένετο θάμβος ἐπὶ πάντας καὶ συνελάλουν πρὸς ἀλλήλους λέγοντες· τίς ὁ λόγος οὗτος ὅτι ἐν ἐξουσίᾳ καὶ δυνάμει ἐπιτάσσει τοῖς ἀκαθάρτοις πνεύμασιν καὶ ἐξέρχονται ;	et factus est pavor in omnibus et conloquebantur ad invicem dicentes quod est hoc verbum quia in potestate et virtute imperat inmundis spiritibus et exeunt	false	false	false	false	 
 luke	lk05_17	b.LUK.5.17	δύναμις	not preselected	Καὶ ἐγένετο ἐν μιᾷ τῶν ἡμερῶν καὶ αὐτὸς ἦν διδάσκων, καὶ ἦσαν καθήμενοι Φαρισαῖοι καὶ νομοδιδάσκαλοι οἳ ἦσαν ἐληλυθότες ἐκ πάσης κώμης τῆς Γαλιλαίας καὶ Ἰουδαίας καὶ Ἰερουσαλήμ καὶ δύναμις κυρίου ἦν εἰς τὸ ἰᾶσθαι αὐτόν.	et factum est in una dierum et ipse sedebat docens et erant Pharisaei sedentes et legis doctores qui venerant ex omni castello Galilaeae et Iudaeae et Hierusalem et virtus erat Domini ad sanandum eos	false	false	false	false	 
 luke	lk05_31	b.LUK.5.31	χρείαν ἔχω	not preselected	καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν πρὸς αὐτούς· οὐ χρείαν ἔχουσιν οἱ ὑγιαίνοντες ἰατροῦ ἀλλ’ οἱ κακῶς ἔχοντες·	et respondens Iesus dixit ad illos non egent qui sani sunt medico sed qui male habent	true	false	false	false	sα
 luke	lk05_32	b.LUK.5.32	δίκαιος	not preselected	οὐκ ἐλήλυθα καλέσαι δικαίους ἀλλ’ ἁμαρτωλοὺς εἰς μετάνοιαν.	non veni vocare iustos sed peccatores in paenitentiam	false	false	false	false	 
 luke	lk05_39b	b.LUK.5.39	τος	not preselected	καὶ οὐδεὶς πιὼν παλαιὸν θέλει νέον { πιεῖν } · λέγει γάρ· ὁ παλαιὸς χρησ τός ἐστιν.	et nemo bibens vetus statim vult novum { bibere } dicit enim vetus melius est	false	false	false	false	 
 luke	lk06_18	b.LUK.6.18	τος	not preselected	οἳ ἦλθον ἀκοῦσαι αὐτοῦ καὶ ἰαθῆναι ἀπὸ τῶν νόσων αὐτῶν· καὶ οἱ ἐνοχλούμενοι ἀπὸ πνευμάτων ἀκαθάρτων ἐθεραπεύοντο,	qui venerunt ut audirent eum et sanarentur a languoribus suis et qui vexabantur ab spiritibus inmundis curabantur	false	false	false	false	 
 luke	lk06_19	b.LUK.6.19	δύναμις	not preselected	καὶ πᾶς ὁ ὄχλος ἐζήτουν ἅπτεσθαι αὐτοῦ, ὅτι δύναμις παρ’ αὐτοῦ ἐξήρχετο καὶ ἰᾶτο πάντας.	et omnis turba quaerebant eum tangere quia virtus de illo exiebat et sanabat omnes	false	false	false	false	 
 luke	lk06_35b	b.LUK.6.35	τος	not preselected	πλὴν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ ἀγαθοποιεῖτε καὶ δανίζετε μηδὲν ἀπελπίζοντες· καὶ ἔσται ὁ μισθὸς ὑμῶν πολύς, καὶ ἔσεσθε υἱοὶ ὑψίστου, ὅτι αὐτὸς χρησ τός ἐστιν ἐπὶ τοὺς ἀχαρίστους καὶ πονηρούς.	verumtamen diligite inimicos vestros et benefacite et mutuum date nihil desperantes et erit merces vestra multa et eritis filii Altissimi quia ipse benignus est super ingratos et malos	false	false	false	false	 
 luke	lk06_35	b.LUK.6.35	τος	not preselected	πλὴν ἀγαπᾶτε τοὺς ἐχθροὺς ὑμῶν καὶ ἀγαθοποιεῖτε καὶ δανίζετε μηδὲν ἀπελπίζοντες· καὶ ἔσται ὁ μισθὸς ὑμῶν πολύς, καὶ ἔσεσθε υἱοὶ ὑψίστου, ὅτι αὐτὸς χρησ τός ἐστιν ἐπὶ τοὺς ἀχαρίστους καὶ πονηρούς.	verumtamen diligite inimicos vestros et benefacite et mutuum date nihil desperantes et erit merces vestra multa et eritis filii Altissimi quia ipse benignus est super ingratos et malos	false	false	false	false	 
 luke	lk07_28	b.LUK.7.28	τος	not preselected	λέγω ὑμῖν, μείζων ἐν γεννη τοῖς γυναικῶν Ἰωάννου οὐδείς ἐστιν· ὁ δὲ μικρότερος ἐν τῇ βασιλείᾳ τοῦ θεοῦ μείζων αὐτοῦ ἐστιν.	dico enim vobis maior inter natos mulierum propheta Iohanne Baptista nemo est qui autem minor est in regno Dei maior est illo	false	false	false	false	 
 luke	lk07_42	b.LUK.7.42	ἔχω	not preselected	μὴ ἐχόντων αὐτῶν ἀποδοῦναι ἀμφοτέροις ἐχαρίσατο. τίς οὖν αὐτῶν πλεῖον ἀγαπήσει αὐτόν ;	non habentibus illis unde redderent donavit utrisque quis ergo eum plus diliget	true	false	false	false	 
 luke	lk08_17	b.LUK.8.17	τος	not preselected	οὐ γάρ ἐστιν κρυπτὸν ὃ οὐ φανερὸν γενήσεται οὐδὲ ἀπόκρυφον ὃ οὐ μὴ γνωσθῇ καὶ εἰς φανερὸν ἔλθῃ.	non enim est occultum quod non manifestetur nec absconditum quod non cognoscatur et in palam veniat	false	false	false	false	 
 luke	lk08_46	b.LUK.8.46	δύναμις	not preselected	ὁ δὲ Ἰησοῦς εἶπεν· ἥψατό μού τις, ἐγὼ γὰρ ἔγνων δύναμιν ἐξεληλυθυῖαν ἀπ’ ἐμοῦ.	et dixit Iesus tetigit me aliquis nam ego novi virtutem de me exisse	false	false	false	false	 
 luke	lk09_01b	b.LUK.9.1	δύναμις	not preselected	Συγκαλεσάμενος δὲ τοὺς δώδεκα ἔδωκεν αὐτοῖς δύναμιν καὶ ἐξουσίαν ἐπὶ πάντα τὰ δαιμόνια καὶ νόσους θεραπεύειν	convocatis autem duodecim apostolis dedit illis virtutem et potestatem super omnia daemonia et ut languores curarent	false	false	false	false	 
 luke	lk09_11	b.LUK.9.11	χρείαν ἔχω	not preselected	οἱ δὲ ὄχλοι γνόντες ἠκολούθησαν αὐτῷ· καὶ ἀποδεξάμενος αὐτοὺς ἐλάλει αὐτοῖς περὶ τῆς βασιλείας τοῦ θεοῦ, καὶ τοὺς χρείαν ἔχοντας θεραπείας ἰᾶτο.	quod cum cognovissent turbae secutae sunt illum et excepit illos et loquebatur illis de regno Dei et eos qui cura indigebant sanabat	true	false	false	false	 
 luke	lk09_42	b.LUK.9.41	τος	not preselected	ἀποκριθεὶς δὲ ὁ Ἰησοῦς εἶπεν· ὦ γενεὰ ἄπιστος καὶ διεστραμμένη, ἕως πότε ἔσομαι πρὸς ὑμᾶς καὶ ἀνέξομαι ὑμῶν; προσάγαγε ὧδε τὸν υἱόν σου.	respondens autem Iesus dixit o generatio infidelis et perversa usquequo ero apud vos et patiar vos adduc huc filium tuum	false	false	false	false	 
 luke	lk10_13	b.LUK.10.13	δύναμις	not preselected	Οὐαί σοι, Χοραζίν, οὐαί σοι, Βηθσαϊδά· ὅτι εἰ ἐν Τύρῳ καὶ Σιδῶνι ἐγενήθησαν αἱ δυνάμεις αἱ γενόμεναι ἐν ὑμῖν, πάλαι ἂν ἐν σάκκῳ καὶ σποδῷ καθήμενοι μετενόησαν.	vae tibi Corazain vae tibi Bethsaida quia si in Tyro et Sidone factae fuissent virtutes quae in vobis factae sunt olim in cilicio et cinere sedentes paeniterent	false	false	false	false	 
 luke	lk10_14	b.LUK.10.14	τος	not preselected	πλὴν Τύρῳ καὶ Σιδῶνι ἀνεκ τότερον ἔσται ἐν τῇ κρίσει ἢ ὑμῖν.	verumtamen Tyro et Sidoni remissius erit in iudicio quam vobis	false	false	false	false	 
 luke	lk10_19b	b.LUK.10.19	δύναμις	not preselected	ἰδοὺ δέδωκα ὑμῖν τὴν ἐξουσίαν τοῦ πατεῖν ἐπάνω ὄφεων καὶ σκορπίων , καὶ ἐπὶ πᾶσαν τὴν δύναμιν τοῦ ἐχθροῦ, καὶ οὐδὲν ὑμᾶς οὐ μὴ ἀδικήσῃ.	ecce dedi vobis potestatem calcandi supra serpentes et scorpiones et supra omnem virtutem inimici et nihil vobis nocebit	false	false	false	false	 
 luke	lk10_21	b.LUK.10.21	τος	not preselected	Ἐν αὐτῇ τῇ ὥρᾳ ἠγαλλιάσατο ἐν τῷ πνεύματι τῷ ἁγίῳ καὶ εἶπεν· ἐξομολογοῦμαί σοι, πάτερ, κύριε τοῦ οὐρανοῦ καὶ τῆς γῆς, ὅτι ἀπέκρυψας ταῦτα ἀπὸ σοφῶν καὶ συνε τῶν καὶ ἀπεκάλυψας αὐτὰ νηπίοις· ναὶ ὁ πατήρ, ὅτι οὕτως εὐδοκία ἐγένετο ἔμπροσθέν σου.	in ipsa hora exultavit Spiritu Sancto et dixit confiteor tibi Pater Domine caeli et terrae quod abscondisti haec a sapientibus et prudentibus et revelasti ea parvulis etiam Pater quia sic placuit ante te	false	false	false	false	 
 luke	lk11_24	b.LUK.11.24	τος	not preselected	Ὅταν τὸ ἀκάθαρτον πνεῦμα ἐξέλθῃ ἀπὸ τοῦ ἀνθρώπου, διέρχεται δι’ ἀνύδρων τόπων ζητοῦν ἀνάπαυσιν καὶ μὴ εὑρίσκον· τότε λέγει· ὑποστρέψω εἰς τὸν οἶκόν μου ὅθεν ἐξῆλθον·	cum inmundus spiritus exierit de homine perambulat per loca inaquosa quaerens requiem et non inveniens dicit revertar in domum meam unde exivi	false	false	false	false	 
 luke	lk12_02	b.LUK.12.2	τος	not preselected	Οὐδὲν δὲ συγκεκαλυμμένον ἐστὶν ὃ οὐκ ἀποκαλυφθήσεται καὶ κρυπ τὸν ὃ οὐ γνωσθήσεται.	nihil autem opertum est quod non reveletur neque absconditum quod non sciatur	false	false	false	false	 
 luke	lk12_04	b.LUK.12.4	ἔχω	not preselected	Λέγω δὲ ὑμῖν τοῖς φίλοις μου, μὴ φοβηθῆτε ἀπὸ τῶν ἀποκτεινόντων τὸ σῶμα καὶ μετὰ ταῦτα μὴ ἐχόντων περισσότερόν τι ποιῆσαι .	dico autem vobis amicis meis ne terreamini ab his qui occidunt corpus et post haec non habent amplius quod faciant	true	false	false	false	 
 luke	lk12_30	b.LUK.12.30	χρῄζω	not preselected	ταῦτα γὰρ πάντα τὰ ἔθνη τοῦ κόσμου ἐπιζητοῦσιν, ὑμῶν δὲ ὁ πατὴρ οἶδεν ὅτι χρῄζετε τούτων .	haec enim omnia gentes mundi quaerunt Pater autem vester scit quoniam his indigetis	true	false	false	false	 
 luke	lk12_42		τος	not preselected	καὶ εἶπεν ὁ κύριος· τίς ἄρα ἐστὶν ὁ πισ τὸς οἰκονόμος ὁ φρόνιμος, ὃν καταστήσει ὁ κύριος ἐπὶ τῆς θεραπείας αὐτοῦ τοῦ διδόναι ἐν καιρῷ τὸ σιτομέτριον;	dixit autem Dominus quis putas est fidelis dispensator et prudens quem constituet dominus super familiam suam ut det illis in tempore tritici mensuram	false	false	false	false	 
 luke	lk12_46	b.LUK.12.46	τος	not preselected	ἥξει ὁ κύριος τοῦ δούλου ἐκείνου ἐν ἡμέρᾳ ᾗ οὐ προσδοκᾷ καὶ ἐν ὥρᾳ ᾗ οὐ γινώσκει, καὶ διχοτομήσει αὐτὸν καὶ τὸ μέρος αὐτοῦ μετὰ τῶν ἀπίστων θήσει.	veniet dominus servi illius in die qua non sperat et hora qua nescit et dividet eum partemque eius cum infidelibus ponet	false	false	false	false	 
 luke	lk12_57	b.LUK.12.57	δίκαιος	not preselected	Τί δὲ καὶ ἀφ’ ἑαυτῶν οὐ κρίνετε τὸ δίκαιον ;	quid autem et a vobis ipsis non iudicatis quod iustum est	false	false	false	false	 
 luke	lk13_09	b.LUK.13.9	μέλλω	not preselected	κἂν μὲν ποιήσῃ καρπὸν εἰς τὸ μέλλον · εἰ δὲ μή γε, ἐκκόψεις αὐτήν.	et si quidem fecerit fructum sin autem in futurum succides eam	false	false	false	false	 
 luke	lk14_03b	b.LUK.14.3	ἔξεστι	not preselected	καὶ ἀποκριθεὶς ὁ Ἰησοῦς εἶπεν πρὸς τοὺς νομικοὺς καὶ Φαρισαίους λέγων· ἔξεστιν τῷ σαββάτῳ θεραπεῦσαι ἢ οὔ { ἔξεστιν τῷ σαββάτῳ θεραπεῦσαι } ;	et respondens Iesus dixit ad legis peritos et Pharisaeos dicens si licet sabbato curare	true	false	true	false	 
 luke	lk14_14b	b.LUK.14.14	δίκαιος	not preselected	καὶ μακάριος ἔσῃ, ὅτι οὐκ ἔχουσιν ἀνταποδοῦναί σοι , ἀνταποδοθήσεται γάρ σοι ἐν τῇ ἀναστάσει τῶν δικαίων .	et beatus eris quia non habent retribuere tibi retribuetur enim tibi in resurrectione iustorum	false	false	false	false	 
 luke	lk14_29b	b.LUK.14.29	μήποτε	not preselected	ἵνα μήποτε θέντος αὐτοῦ θεμέλιον καὶ μὴ ἰσχύοντος ἐκτελέσαι πάντες οἱ θεωροῦντες ἄρξωνται αὐτῷ ἐμπαίζειν	ne posteaquam posuerit fundamentum et non potuerit perficere omnes qui vident incipiant inludere ei	false	false	false	false	 
 luke	lk15_07b	b.LUK.15.7	δίκαιος	not preselected	λέγω ὑμῖν ὅτι οὕτως χαρὰ ἐν τῷ οὐρανῷ ἔσται ἐπὶ ἑνὶ ἁμαρτωλῷ μετανοοῦντι ἢ ἐπὶ ἐνενήκοντα ἐννέα δικαίοις οἵτινες οὐ χρείαν ἔχουσιν μετανοίας .	dico vobis quod ita gaudium erit in caelo super uno peccatore paenitentiam habente quam super nonaginta novem iustis qui non indigent paenitentia	false	false	false	false	 
 luke	lk15_07	b.LUK.15.7	χρείαν ἔχω	not preselected	λέγω ὑμῖν ὅτι οὕτως χαρὰ ἐν τῷ οὐρανῷ ἔσται ἐπὶ ἑνὶ ἁμαρτωλῷ μετανοοῦντι ἢ ἐπὶ ἐνενήκοντα ἐννέα δικαίοις οἵτινες οὐ χρείαν ἔχουσιν μετανοίας .	dico vobis quod ita gaudium erit in caelo super uno peccatore paenitentiam habente quam super nonaginta novem iustis qui non indigent paenitentia	true	false	false	false	 
 luke	lk15_23	b.LUK.15.23	τος	not preselected	καὶ φέρετε τὸν μόσχον τὸν σιτευτόν , θύσατε , καὶ φαγόντες εὐφρανθῶμεν,	et adducite vitulum saginatum et occidite et manducemus et epulemur	false	false	false	false	 
 luke	lk15_27	b.LUK.15.27	τος	not preselected	ὁ δὲ εἶπεν αὐτῷ ὅτι ὁ ἀδελφός σου ἥκει, καὶ ἔθυσεν ὁ πατήρ σου τὸν μόσχον τὸν σιτευτόν , ὅτι ὑγιαίνοντα αὐτὸν ἀπέλαβεν.	isque dixit illi frater tuus venit et occidit pater tuus vitulum saginatum quia salvum illum recepit	false	false	false	false	 
 luke	lk15_30	b.LUK.15.30	τος	not preselected	ὅτε δὲ ὁ υἱός σου οὗτος ὁ καταφαγών σου τὸν βίον μετὰ πορνῶν ἦλθεν, ἔθυσας αὐτῷ τὸν σιτευτὸν μόσχον.	sed postquam filius tuus hic qui devoravit substantiam suam cum meretricibus venit occidisti illi vitulum saginatum	false	false	false	false	 
 luke	lk16_10c	b.LUK.16.10	τος	not preselected	Ὁ πιστὸς ἐν ἐλαχίστῳ καὶ ἐν πολλῷ πιστός ἐστιν, καὶ ὁ ἐν ἐλαχίστῳ ἄδικος καὶ ἐν πολλῷ ἄδικός ἐστιν.	qui fidelis est in minimo et in maiori fidelis est et qui in modico iniquus est et in maiori iniquus est	false	false	false	false	 
 luke	lk16_10d	b.LUK.16.10	τος	not preselected	Ὁ πιστὸς ἐν ἐλαχίστῳ καὶ ἐν πολλῷ πιστός ἐστιν, καὶ ὁ ἐν ἐλαχίστῳ ἄδικος καὶ ἐν πολλῷ ἄδικός ἐστιν.	qui fidelis est in minimo et in maiori fidelis est et qui in modico iniquus est et in maiori iniquus est	false	false	false	false	 
 luke	lk16_11b	b.LUK.16.11	τος	not preselected	εἰ οὖν ἐν τῷ ἀδίκῳ μαμωνᾷ πιστοὶ οὐκ ἐγένεσθε, τὸ ἀληθινὸν τίς ὑμῖν πιστεύσει;	si ergo in iniquo mamona fideles non fuistis quod verum est quis credet vobis	false	false	false	false	 
 luke	lk16_12	b.LUK.16.12	τος	not preselected	καὶ εἰ ἐν τῷ ἀλλοτρίῳ πιστοὶ οὐκ ἐγένεσθε, τὸ ὑμέτερον τίς ὑμῖν δώσει;	et si in alieno fideles non fuistis quod vestrum est quis dabit vobis	false	false	false	false	 
 luke	lk18_07	b.LUK.18.7	τος	not preselected	ὁ δὲ θεὸς οὐ μὴ ποιήσῃ τὴν ἐκδίκησιν τῶν ἐκλεκτῶν αὐτοῦ τῶν βοώντων αὐτῷ ἡμέρας καὶ νυκτός, καὶ μακροθυμεῖ ἐπ’ αὐτοῖς;	Deus autem non faciet vindictam electorum suorum clamantium ad se die ac nocte et patientiam habebit in illis	false	false	false	false	 
 luke	lk18_09	b.LUK.18.9	δίκαιος	not preselected	Εἶπεν δὲ καὶ πρός τινας τοὺς πεποιθότας ἐφ’ ἑαυτοῖς ὅτι εἰσὶν δίκαιοι καὶ ἐξουθενοῦντας τοὺς λοιποὺς τὴν παραβολὴν ταύτην·	dixit autem et ad quosdam qui in se confidebant tamquam iusti et aspernabantur ceteros parabolam istam	false	false	false	false	 
 luke	lk18_11	b.LUK.18.11	ἄδικος	not preselected	ὁ Φαρισαῖος σταθεὶς πρὸς ἑαυτὸν ταῦτα προσηύχετο· ὁ θεός, εὐχαριστῶ σοι ὅτι οὐκ εἰμὶ ὥσπερ οἱ λοιποὶ τῶν ἀνθρώπων, ἅρπαγες, ἄδικοι , μοιχοί, ἢ καὶ ὡς οὗτος ὁ τελώνης·	Pharisaeus stans haec apud se orabat Deus gratias ago tibi quia non sum sicut ceteri hominum raptores iniusti adulteri vel ut etiam hic publicanus	false	false	false	false	 
 luke	lk19_11	b.LUK.19.11	μέλλω	not preselected	Ἀκουόντων δὲ αὐτῶν ταῦτα προσθεὶς εἶπεν παραβολὴν διὰ τὸ ἐγγὺς εἶναι Ἰερουσαλὴμ αὐτὸν καὶ δοκεῖν αὐτοὺς ὅτι παραχρῆμα μέλλει ἡ βασιλεία τοῦ θεοῦ ἀναφαίνεσθαι.	haec illis audientibus adiciens dixit parabolam eo quod esset prope Hierusalem et quia existimarent quod confestim regnum Dei manifestaretur	false	false	false	false	 
 luke	lk19_17b	b.LUK.19.17	τος	not preselected	καὶ εἶπεν αὐτῷ· εὖγε, ἀγαθὲ δοῦλε, ὅτι ἐν ἐλαχίστῳ πιστὸς ἐγένου, ἴσθι ἐξουσίαν ἔχων ἐπάνω δέκα πόλεων.	et ait illi euge bone serve quia in modico fidelis fuisti eris potestatem habens supra decem civitates	false	false	false	false	 
 luke	lk19_31	b.LUK.19.31	χρείαν ἔχω	not preselected	καὶ ἐάν τις ὑμᾶς ἐρωτᾷ· διὰ τί λύετε; οὕτως ἐρεῖτε· ὅτι ὁ κύριος αὐτοῦ χρείαν ἔχει .	et si quis vos interrogaverit quare solvitis sic dicetis ei quia Dominus operam eius desiderat	true	false	false	false	sf
 luke	lk19_37	b.LUK.19.37	δύναμις	not preselected	Ἐγγίζοντος δὲ αὐτοῦ ἤδη πρὸς τῇ καταβάσει τοῦ ὄρους τῶν ἐλαιῶν ἤρξαντο ἅπαν τὸ πλῆθος τῶν μαθητῶν χαίροντες αἰνεῖν τὸν θεὸν φωνῇ μεγάλῃ περὶ πασῶν ὧν εἶδον δυνάμεων ,	et cum adpropinquaret iam ad descensum montis Oliveti coeperunt omnes turbae discentium gaudentes laudare Deum voce magna super omnibus quas viderant virtutibus	false	false	false	false	 
 luke	lk20_13b	b.LUK.20.13	τος	not preselected	εἶπεν δὲ ὁ κύριος τοῦ ἀμπελῶνος· τί ποιήσω; πέμψω τὸν υἱόν μου τὸν ἀγαπητόν · ἴσως τοῦτον ἐντραπήσονται .	dixit autem dominus vineae quid faciam mittam filium meum dilectum forsitan cum hunc viderint verebuntur	false	false	false	false	 
 luke	lk20_20b	b.LUK.20.20	τος	not preselected	Καὶ παρατηρήσαντες ἀπέστειλαν ἐγκαθέ τους ὑποκρινομένους ἑαυτοὺς δικαίους εἶναι, ἵνα ἐπιλάβωνται αὐτοῦ λόγου, ὥστε παραδοῦναι αὐτὸν τῇ ἀρχῇ καὶ τῇ ἐξουσίᾳ τοῦ ἡγεμόνος.	et observantes miserunt insidiatores qui se iustos simularent ut caperent eum in sermone et traderent illum principatui et potestati praesidis	false	false	false	false	 
